name	desc	leng
TIGR03677	rpl7ae: 50S ribosomal protein L7Ae	117
TIGR03678	het_cyc_patell: bacteriocin leader peptide, microcyclamide/patellamide family	34
TIGR03679	arCOG00187: arCOG00187 universal archaeal metal-binding-domain/4Fe-4S-binding-domain containing ABC transporter, ATP-binding protein	218
TIGR03680	eif2g_arch: translation initiation factor 2, gamma subunit	407
TIGR03682	arCOG04112: diphthamide biosynthesis enzyme Dph2	308
TIGR03683	A-tRNA_syn_arch: alanine--tRNA ligase	902
TIGR03684	arCOG00985: arCOG04150 universal archaeal PUA-domain protein	154
TIGR03685	L12P_arch: 50S ribosomal protein L12P	105
TIGR03686	pupylate_PafA: proteasome accessory factor PafA	457
TIGR03687	pupylate_cterm: ubiquitin-like protein Pup	33
TIGR03688	pupylate_PafA2: proteasome accessory factor PafA2	485
TIGR03689	pup_AAA: proteasome ATPase	512
TIGR03690	20S_bact_beta: proteasome, beta subunit	222
TIGR03691	20S_bact_alpha: proteasome, alpha subunit	229
TIGR03692	ATP_dep_HslV: ATP-dependent protease HslVU, peptidase subunit	171
TIGR03693	ocin_ThiF_like: putative thiazole-containing bacteriocin maturation protein	637
TIGR03694	exosort_acyl: N-acyl amino acid synthase, PEP-CTERM/exosortase system-associated	241
TIGR03695	menH_SHCHC: 2-succinyl-6-hydroxy-2,4-cyclohexadiene-1-carboxylate synthase	252
TIGR03696	Rhs_assc_core: RHS repeat-associated core domain	76
TIGR03697	NtcA_cyano: global nitrogen regulator NtcA	193
TIGR03698	clan_AA_DTGF: clan AA aspartic protease, AF_0612 family	107
TIGR03699	mena_SCO4550: menaquinone biosynthesis protein, SCO4550 family	342
TIGR03700	mena_SCO4494: putative menaquinone biosynthesis protein, SCO4494 family	351
TIGR03701	mena_SCO4490: menaquinone biosynthesis decarboxylase, SCO4490 family	433
TIGR03702	lip_kinase_YegS: lipid kinase YegS	295
TIGR03703	plsB: glycerol-3-phosphate O-acyltransferase	799
TIGR03704	PrmC_rel_meth: putative protein-(glutamine-N5) methyltransferase, unknown substrate-specific	251
TIGR03705	poly_P_kin: polyphosphate kinase 1	673
TIGR03706	exo_poly_only: exopolyphosphatase	300
TIGR03707	PPK2_P_aer: polyphosphate kinase 2	230
TIGR03708	poly_P_AMP_trns: polyphosphate:AMP phosphotransferase	493
TIGR03709	PPK2_rel_1: polyphosphate:nucleotide phosphotransferase, PPK2 family	264
TIGR03710	OAFO_sf: 2-oxoacid:acceptor oxidoreductase, alpha subunit	561
TIGR03711	acc_sec_asp3: accessory Sec system protein Asp3	135
TIGR03712	acc_sec_asp2: accessory Sec system protein Asp2	511
TIGR03713	acc_sec_asp1: accessory Sec system protein Asp1	519
TIGR03714	secA2: accessory Sec system translocase SecA2	762
TIGR03715	KxYKxGKxW: KxYKxGKxW signal peptide	23
TIGR03716	R_switched_YkoY: integral membrane protein, YkoY family	220
TIGR03717	R_switched_YjbE: integral membrane protein, YjbE family	176
TIGR03718	R_switched_Alx: integral membrane protein, TerC family	303
TIGR03719	ABC_ABC_ChvD: ATP-binding cassette protein, ChvD family	552
TIGR03720	exospor_lead: exosporium leader peptide	19
TIGR03721	exospore_TM: BclB C-terminal domain	169
TIGR03722	arch_KAE1: universal archaeal protein Kae1	323
TIGR03723	T6A_YgjD: tRNA threonylcarbamoyl adenosine modification protein YgjD	314
TIGR03724	arch_bud32: Kae1-associated kinase Bud32	199
TIGR03725	T6A_YeaZ: tRNA threonylcarbamoyl adenosine modification protein YeaZ	212
TIGR03726	strep_RK_lipo: putative cross-wall-targeting lipoprotein signal	34
TIGR03727	urea_t_UrtC_arc: urea ABC transporter, permease protein UrtC	369
TIGR03728	glyco_access_1: glycosyltransferase, SP_1767 family	265
TIGR03729	acc_ester: putative phosphoesterase	239
TIGR03730	tungstate_WtpA: tungstate ABC transporter binding protein WtpA	275
TIGR03731	lantibio_gallid: lantibiotic, gallidermin/nisin family	48
TIGR03732	lanti_perm_MutE: lantibiotic protection ABC transporter permease subunit, MutE/EpiE family	241
TIGR03733	lanti_perm_MutG: lantibiotic protection ABC transporter permease subunit, MutG family	248
TIGR03734	PRTRC_parB: PRTRC system ParB family protein	555
TIGR03735	PRTRC_A: PRTRC system protein A	192
TIGR03736	PRTRC_ThiF: PRTRC system ThiF family protein	245
TIGR03737	PRTRC_B: PRTRC system protein B	228
TIGR03738	PRTRC_C: PRTRC system protein C	66
TIGR03739	PRTRC_D: PRTRC system protein D	320
TIGR03740	galliderm_ABC: lantibiotic protection ABC transporter, ATP-binding subunit	223
TIGR03741	PRTRC_E: PRTRC system protein E	106
TIGR03742	PRTRC_F: PRTRC system protein F	343
TIGR03743	SXT_TraD: conjugative coupling factor TraD, SXT/TOL subfamily	636
TIGR03744	traC_PFL_4706: conjugative transfer ATPase, PFL_4706 family	892
TIGR03745	conj_TIGR03745: integrating conjugative element membrane protein, PFL_4702 family	105
TIGR03746	conj_TIGR03746: integrating conjugative element protein, PFL_4703 family	202
TIGR03747	conj_TIGR03747: integrating conjugative element membrane protein, PFL_4697 family	233
TIGR03748	conj_PilL: integrating conjugative element protein PilL, PFGI-1 class	105
TIGR03749	conj_TIGR03749: integrating conjugative element protein, PFL_4704 family	259
TIGR03750	conj_TIGR03750: conjugative transfer region protein, TIGR03750 family	111
TIGR03751	conj_TIGR03751: conjugative transfer region lipoprotein, TIGR03751 family	124
TIGR03752	conj_TIGR03752: integrating conjugative element protein, PFL_4705 family	471
TIGR03753	blh_monoox: beta-carotene 15,15'-monooxygenase, Brp/Blh family	260
TIGR03754	conj_TOL_TraD: conjugative coupling factor TraD, PFGI-1 class	643
TIGR03755	conj_TIGR03755: integrating conjugative element protein, PFL_4711 family	419
TIGR03756	conj_TIGR03756: integrating conjugative element protein, PFL_4710 family	298
TIGR03757	conj_TIGR03757: integrating conjugative element protein, PFL_4709 family	113
TIGR03758	conj_TIGR03758: integrating conjugative element protein, PFL_4701 family	76
TIGR03759	conj_TIGR03759: integrating conjugative element protein, PFL_4693 family	200
TIGR03760	ICE_TraI_Pfluor: integrating conjugative element relaxase, PFGI-1 class	218
TIGR03761	ICE_PFL4669: integrating conjugative element protein, PFL_4669 family	216
TIGR03762	archaeo_artC: archaeosortase C	274
TIGR03763	cyanoexo_CrtA: cyanoexosortase A	260
TIGR03764	ICE_PFGI_1_parB: integrating conjugative element, PFGI_1 class, ParB family protein	260
TIGR03765	ICE_PFL_4695: integrating conjugative element protein, PFL_4695 family	105
TIGR03766	TIGR03766: conserved hypothetical integral membrane protein	483
TIGR03767	P_acnes_RR: metallophosphoesterase, PPA1498 family	496
TIGR03768	RPA4764: metallophosphoesterase, RPA4764 family	547
TIGR03769	P_ac_wall_RPT: actinobacterial surface-anchored protein domain	41
TIGR03770	anch_rpt_perm: anchored repeat-type ABC transporter, permease subunit	270
TIGR03771	anch_rpt_ABC: anchored repeat-type ABC transporter, ATP-binding subunit	223
TIGR03772	anch_rpt_subst: anchored repeat ABC transporter, substrate-binding protein	486
TIGR03773	anch_rpt_wall: putative ABC transporter-associated repeat protein	516
TIGR03774	RPE2: rickettsial palindromic element RPE2 domain	35
TIGR03775	RPE3: rickettsial palindromic element RPE3 domain	43
TIGR03776	RPE5: rickettsial palindromic element RPE5 domain	43
TIGR03777	RPE4: rickettsial palindromic element RPE4 domain	32
TIGR03778	VPDSG_CTERM: VPDSG-CTERM protein sorting domain	24
TIGR03779	Bac_Flav_CT_M: Bacteroides conjugative transposon TraM protein	410
TIGR03780	Bac_Flav_CT_N: Bacteroides conjugative transposon TraN protein	285
TIGR03781	Bac_Flav_CT_K: Bacteroides conjugative transposon TraK protein	202
TIGR03782	Bac_Flav_CT_J: Bacteroides conjugative transposon TraJ protein	323
TIGR03783	Bac_Flav_CT_G: Bacteroides conjugation system ATPase, TraG family	829
TIGR03784	marine_sortase: sortase, marine proteobacterial type	174
TIGR03785	marine_sort_HK: proteobacterial dedicated sortase system histidine kinase	703
TIGR03786	strep_pil_rpt: streptococcal pilin isopeptide linkage domain	70
TIGR03787	marine_sort_RR: proteobacterial dedicated sortase system response regulator	227
TIGR03788	marine_srt_targ: marine proteobacterial sortase target protein	629
TIGR03789	pdsO: proteobacterial sortase system OmpA family protein	243
TIGR03790	TIGR03790: TIGR03790 family protein	316
TIGR03791	TTQ_mauG: tryptophan tryptophylquinone biosynthesis enzyme MauG	291
TIGR03792	TIGR03792: uncharacterized cyanobacterial protein, TIGR03792 family	90
TIGR03793	TOMM_pelo: NHLP leader peptide domain	77
TIGR03794	NHLM_micro_HlyD: NHLM bacteriocin system secretion protein	421
TIGR03795	RNP_Burkhold: ribosomal natural product, two-chain TOMM family	114
TIGR03796	NHLM_micro_ABC1: NHLM bacteriocin system ABC transporter, peptidase/ATP-binding protein	710
TIGR03797	NHLM_micro_ABC2: NHLM bacteriocin system ABC transporter, ATP-binding protein	686
TIGR03798	ocin_TIGR03798: nif11-like leader peptide domain	68
TIGR03799	NOD_PanD_pyr: putative pyridoxal-dependent aspartate 1-decarboxylase	522
TIGR03800	PLP_synth_Pdx2: pyridoxal 5'-phosphate synthase, glutaminase subunit Pdx2	184
TIGR03801	asp_4_decarbox: aspartate 4-decarboxylase	521
TIGR03802	Asp_Ala_antiprt: aspartate-alanine antiporter	562
TIGR03803	Gloeo_Verruco: gloeo_Verruco repeat	34
TIGR03804	para_beta_helix: parallel beta-helix repeat	44
TIGR03805	beta_helix_1: parallel beta-helix repeat-containing protein	314
TIGR03806	chp_HNE_0200: conserved hypothetical protein, HNE_0200 family	314
TIGR03807	RR_fam_repeat: putative cofactor-binding repeat	27
TIGR03808	RR_plus_rpt_1: twin-arg-translocated uncharacterized repeat protein	455
TIGR03809	TIGR03809: TIGR03809 family protein	172
TIGR03810	arg_ornith_anti: arginine-ornithine antiporter	468
TIGR03811	tyr_de_CO2_Ent: tyrosine decarboxylase	608
TIGR03812	tyr_de_CO2_Arch: tyrosine decarboxylase MnfA	375
TIGR03813	put_Glu_GABA_T: putative glutamate/gamma-aminobutyrate antiporter	474
TIGR03814	Gln_ase: glutaminase A	300
TIGR03815	CpaE_hom_Actino: helicase/secretion neighborhood CpaE-like protein	340
TIGR03816	tadE_like_DECH: helicase/secretion neighborhood TadE-like protein	109
TIGR03817	DECH_helic: helicase/secretion neighborhood putative DEAH-box helicase	742
TIGR03818	MotA1: flagellar motor stator protein MotA	282
TIGR03819	heli_sec_ATPase: helicase/secretion neighborhood ATPase	340
TIGR03820	lys_2_3_AblA: lysine-2,3-aminomutase	417
TIGR03821	AblA_like_1: lysine-2,3-aminomutase-like protein	321
TIGR03822	AblA_like_2: lysine-2,3-aminomutase-related protein	321
TIGR03823	FliZ: flagellar regulatory protein FliZ	168
TIGR03824	FlgM_jcvi: flagellar biosynthesis anti-sigma factor FlgM	98
TIGR03825	FliH_bacil: flagellar assembly protein FliH	255
TIGR03826	YvyF: flagellar operon protein TIGR03826	137
TIGR03827	GNAT_ablB: putative beta-lysine N-acetyltransferase	266
TIGR03828	pfkB: 1-phosphofructokinase	305
TIGR03829	YokU_near_AblA: uncharacterized protein, YokU family	89
TIGR03830	CxxCG_CxxCG_HTH: putative zinc finger/helix-turn-helix protein, YgiT family	127
TIGR03831	YgiT_finger: YgiT-type zinc finger domain	46
TIGR03832	Tyr_2_3_mutase: tyrosine 2,3-aminomutase	507
TIGR03833	TIGR03833: conserved hypothetical protein	62
TIGR03834	EAGR_box: EAGR box	28
TIGR03835	termin_org_DnaJ: terminal organelle assembly protein TopJ	871
TIGR03836	termin_org_HMW1: cytadherence high molecular weight protein 1 N-terminal region	82
TIGR03837	efp_adjacent_2: conserved hypothetical protein, PP_1857 family	371
TIGR03838	queuosine_YadB: glutamyl-queuosine tRNA(Asp) synthetase	272
TIGR03839	termin_org_P1: adhesin P1	1425
TIGR03840	TMPT_Se_Te: thiopurine S-methyltransferase, Se/Te detoxification family	213
TIGR03841	F420_Rv3093c: probable F420-dependent oxidoreductase, Rv3093c family	298
TIGR03842	F420_CPS_4043: F420-dependent oxidoreductase, CPS_4043 family	329
TIGR03843	TIGR03843: conserved hypothetical protein	253
TIGR03844	cysteate_syn: cysteate synthase	398
TIGR03845	sulfopyru_alph: sulfopyruvate decarboxylase, alpha subunit	160
TIGR03846	sulfopy_beta: sulfopyruvate decarboxylase, beta subunit	182
TIGR03847	TIGR03847: conserved hypothetical protein	177
TIGR03848	MSMEG_4193: probable phosphomutase, MSMEG_4193 family	204
TIGR03849	arch_ComA: phosphosulfolactate synthase	237
TIGR03850	bind_CPR_0540: carbohydrate ABC transporter substrate-binding protein, CPR_0540 family	437
TIGR03851	chitin_NgcE: carbohydrate ABC transporter, N-acetylglucosamine/diacetylchitobiose-binding protein	450
TIGR03852	sucrose_gtfA: sucrose phosphorylase	470
TIGR03853	matur_matur: putative metal-binding protein	77
TIGR03854	F420_MSMEG_3544: probable F420-dependent oxidoreductase, MSMEG_3544 family	290
TIGR03855	NAD_NadX: aspartate dehydrogenase	229
TIGR03856	F420_MSMEG_2906: probable F420-dependent oxidoreductase, MSMEG_2906 family	249
TIGR03857	F420_MSMEG_2249: probable F420-dependent oxidoreductase, MSMEG_2249 family	329
TIGR03858	LLM_2I7G: probable oxidoreductase, LLM family	337
TIGR03859	PQQ_PqqD: coenzyme PQQ biosynthesis protein PqqD	81
TIGR03860	FMN_nitrolo: FMN-dependent oxidoreductase, nitrilotriacetate monooxygenase family	422
TIGR03861	phenyl_ABC_PedC: alcohol ABC transporter, permease protein	253
TIGR03862	flavo_PP4765: flavoprotein, TIGR03862 family	376
TIGR03863	PQQ_ABC_bind: ABC transporter, substrate binding protein, PQQ-dependent alcohol dehydrogenase system	347
TIGR03864	PQQ_ABC_ATP: ABC transporter, ATP-binding subunit, PQQ-dependent alcohol dehydrogenase system	236
TIGR03865	PQQ_CXXCW: PQQ-dependent catabolism-associated CXXCW motif protein	167
TIGR03866	PQQ_ABC_repeats: PQQ-dependent catabolism-associated beta-propeller protein	310
TIGR03867	MprA_tail: MprA protease C-terminal rhombosortase-interaction domain	27
TIGR03868	F420-O_ABCperi: proposed F420-0 ABC transporter, periplasmic F420-0 binding protein	287
TIGR03869	F420-0_ABCperm: proposed F420-0 ABC transporter, permease protein	325
TIGR03870	ABC_MoxJ: methanol oxidation system protein MoxJ	246
TIGR03871	ABC_peri_MoxJ_2: quinoprotein dehydrogenase-associated probable ABC transporter substrate-binding protein	232
TIGR03872	cytochrome_MoxG: cytochrome c(L), periplasmic	133
TIGR03873	F420-0_ABC_ATP: proposed F420-0 ABC transporter, ATP-binding protein	256
TIGR03874	4cys_cytochr: c-type cytochrome, methanol metabolism-related	143
TIGR03875	RNA_lig_partner: RNA ligase partner, MJ_0950 family	206
TIGR03876	cas_csaX: CRISPR type I-A/APERN-associated protein CsaX	281
TIGR03877	thermo_KaiC_1: KaiC domain protein, Ph0284 family	238
TIGR03878	thermo_KaiC_2: KaiC domain protein, AF_0795 family	259
TIGR03879	near_KaiC_dom: probable regulatory domain	91
TIGR03880	KaiC_arch_3: KaiC domain protein, AF_0351 family	224
TIGR03881	KaiC_arch_4: KaiC domain protein, PAE1156 family	231
TIGR03882	cyclo_dehyd_2: bacteriocin biosynthesis cyclodehydratase domain	164
TIGR03883	DUF2342_F420: uncharacterized protein, coenzyme F420 biosynthesis associated	346
TIGR03884	sel_bind_Methan: selenium-binding protein	74
TIGR03885	flavin_revert: probable non-F420 flavinoid oxidoreductase	315
TIGR03886	lyase_spl_fam: spore photoproduct lyase family protein	346
TIGR03887	thiocyan_alph: thiocyanate hydrolase, gamma subunit	200
TIGR03888	nitrile_beta: nitrile hydratase, beta subunit	226
TIGR03889	nitrile_acc: nitrile hydratase accessory protein	74
TIGR03890	nif11_cupin: nif11 domain/cupin domain protein	171
TIGR03891	thiopep_ocin: thiopeptide-type bacteriocin biosynthesis domain	263
TIGR03892	thiopep_precurs: thiazolylpeptide-type bacteriocin precursor	44
TIGR03893	lant_SP_1948: type 2 lantibiotic, SP_1948 family	61
TIGR03894	chp_P_marinus_1: conserved hypothetical protein, TIGR03894 family	95
TIGR03895	protease_PatA: cyanobactin maturation protease, PatA/PatG family	606
TIGR03896	cyc_nuc_ocin: bacteriocin-type transport-associated protein	317
TIGR03897	lanti_2_LanM: type 2 lantibiotic biosynthesis protein LanM	932
TIGR03898	lanti_MRSA_kill: type 2 lantibiotic, mersacidin/lichenicidin family	44
TIGR03899	TIGR03899: TIGR03899 family protein	250
TIGR03900	prc_long_Delta: putative carboxyl-terminal-processing protease, deltaproteobacterial	973
TIGR03901	MYXO-CTERM: MYXO-CTERM domain	33
TIGR03902	rhom_GG_sort: rhombosortase	154
TIGR03903	TOMM_kin_cyc: TOMM system kinase/cyclase fusion protein	1267
TIGR03904	SAM_YgiQ: uncharacterized radical SAM protein YgiQ	558
TIGR03905	TIGR03905_4_Cys: uncharacterized protein TIGR03905	78
TIGR03906	quino_hemo_SAM: quinohemoprotein amine dehydrogenase maturation protein	467
TIGR03907	QH_beta: quinohemoprotein amine dehydrogenase, beta subunit	338
TIGR03908	QH_alpha: quinohemoprotein amine dehydrogenase, alpha subunit	510
TIGR03909	pyrrolys_PylC: pyrrolysine biosynthesis protein PylC	374
TIGR03910	pyrrolys_PylB: pyrrolysine biosynthesis radical SAM protein	347
TIGR03911	pyrrolys_PylD: pyrrolysine biosynthesis protein PylD	266
TIGR03912	PylS_Nterm: pyrrolysine--tRNA ligase, N-terminal region	89
TIGR03913	rad_SAM_trio: Y_X(10)_GDL-associated radical SAM protein	477
TIGR03914	UDG_fam_dom: uracil-DNA glycosylase family domain	231
TIGR03915	SAM_7_link_chp: probable DNA metabolism protein	243
TIGR03916	rSAM_link_UDG: putative DNA modification/repair radical SAM protein	415
TIGR03917	Frankia_40_dom: Frankia-40 domain	40
TIGR03918	GTP_HydF: [FeFe] hydrogenase H-cluster maturation GTPase HydF	392
TIGR03919	T7SS_EccB: type VII secretion protein EccB	457
TIGR03920	T7SS_EccD: type VII secretion integral membrane protein EccD	455
TIGR03921	T7SS_mycosin: type VII secretion-associated serine protease mycosin	353
TIGR03922	T7SS_EccA: type VII secretion AAA-ATPase EccA	557
TIGR03923	T7SS_EccE: type VII secretion protein EccE	344
TIGR03924	T7SS_EccC_a: type VII secretion protein EccCa	673
TIGR03925	T7SS_EccC_b: type VII secretion protein EccCb	564
TIGR03926	T7_EssB: type VII secretion protein EssB	377
TIGR03927	T7SS_EssA_Firm: type VII secretion protein EssA	151
TIGR03928	T7_EssCb_Firm: type VII secretion protein EssC	1296
TIGR03929	T7_esaA_Nterm: type VII secretion protein EsaA	193
TIGR03930	WXG100_ESAT6: WXG100 family type VII secretion target	90
TIGR03931	T7SS_Rv3446c: type VII secretion-associated protein, Rv3446c family	194
TIGR03932	PIA_icaD: intracellular adhesion protein D	88
TIGR03933	PIA_icaB: intercellular adhesin biosynthesis polysaccharide N-deacetylase	245
TIGR03934	TQXA_dom: TQXA domain	42
TIGR03935	fragilysin: fragilysin	386
TIGR03936	sam_1_link_chp: radical SAM-linked protein	209
TIGR03937	PgaC_IcaA: poly-beta-1,6 N-acetyl-D-glucosamine synthase	407
TIGR03938	deacetyl_PgaB: poly-beta-1,6-N-acetyl-D-glucosamine N-deacetylase PgaB	618
TIGR03939	PGA_TPR_OMP: poly-beta-1,6 N-acetyl-D-glucosamine export porin PgaA	800
TIGR03940	PGA_PgaD: poly-beta-1,6-N-acetyl-D-glucosamine biosynthesis protein PgaD	141
TIGR03941	tRNA_deam_assoc: putative tRNA adenosine deaminase-associated protein	156
TIGR03942	sulfatase_rSAM: anaerobic sulfatase maturase	363
TIGR03943	TIGR03943: TIGR03943 family protein	221
TIGR03944	dehyd_SbnB_fam: 2,3-diaminopropionate biosynthesis protein SbnB	327
TIGR03945	PLP_SbnA_fam: 2,3-diaminopropionate biosynthesis protein SbnA	304
TIGR03946	viomycin_VioC: arginine beta-hydroxylase, Fe(II)/alpha-ketoglutarate-dependent	333
TIGR03947	viomycin_VioD: capreomycidine synthase	359
TIGR03948	butyr_acet_CoA: butyryl-CoA:acetate CoA-transferase	445
TIGR03949	bact_IIb_cerein: class IIb bacteriocin, lactobin A/cerein 7B family	45
TIGR03950	sidero_Fe_reduc: siderophore ferric iron reductase, AHA_1954 family	223
TIGR03951	Fe_III_red_FhuF: siderophore-iron reductase FhuF	182
TIGR03952	metzin_BF0631: zinc-dependent metalloproteinase lipoprotein, BF0631 family	351
TIGR03953	rplD_bact: 50S ribosomal protein L4	188
TIGR03954	integ_memb_HG: integral membrane protein	85
TIGR03955	rSAM_HydG: [FeFe] hydrogenase H-cluster radical SAM maturase HydG	470
TIGR03956	rSAM_HydE: [FeFe] hydrogenase H-cluster radical SAM maturase HydE	340
TIGR03957	rSAM_HmdB: 5,10-methenyltetrahydromethanopterin hydrogenase cofactor biosynthesis protein HmdB	317
TIGR03958	monoFe_hyd_HmdC: 5,10-methenyltetrahydromethanopterin hydrogenase cofactor biosynthesis protein HmdC	505
TIGR03959	hyd_TM1266: putative iron-only hydrogenase system regulator	76
TIGR03960	rSAM_fuse_unch: radical SAM family uncharacterized protein	605
TIGR03961	rSAM_PTO1314: archaeal radical SAM protein, PTO1314 family	332
TIGR03962	mycofact_rSAM: mycofactocin radical SAM maturase	339
TIGR03963	rSAM_QueE_Clost: putative 7-cyano-7-deazaguanosine (preQ0) biosynthesis protein QueE	219
TIGR03964	mycofact_creat: mycofactocin system creatininase family protein	228
TIGR03965	mycofact_glyco: mycofactocin system glycosyltransferase	467
TIGR03966	actino_HemFlav: heme/flavin dehydrogenase, mycofactocin system	385
TIGR03967	mycofact_MftB: putative mycofactocin binding protein MftB	81
TIGR03968	mycofact_TetR: mycofactocin system transcriptional regulator	190
TIGR03969	mycofactocin: mycofactocin precursor	23
TIGR03970	Rv0697: dehydrogenase, Rv0697 family	487
TIGR03971	SDR_subfam_1: oxidoreductase, SDR family	265
TIGR03972	rSAM_TYW1: wyosine biosynthesis protein TYW1	297
TIGR03973	six_Cys_in_45: six-cysteine peptide SCIFF	43
TIGR03974	rSAM_six_Cys: SCIFF radical SAM maturase	451
TIGR03975	rSAM_ocin_1: bacteriocin maturation radical SAM protein 1	606
TIGR03976	chp_LLNDYxLRE: His-Xaa-Ser system protein HsxD	90
TIGR03977	rSAM_pair_HxsC: His-Xaa-Ser system radical SAM maturase HxsC	292
TIGR03978	rSAM_paired_1: His-Xaa-Ser system radical SAM maturase HxsB	466
TIGR03979	His_Ser_Rich: His-Xaa-Ser repeat protein HxsA	190
TIGR03980	prismane_assoc: hybrid cluster protein-associated redox disulfide domain	58
TIGR03981	SAM_quin_mod: His-Xaa-Ser system putative quinone modification maturase	411
TIGR03982	TIGR03982: His-Xaa-Ser system protein, TIGR03982 family	117
TIGR03983	cas1_MYXAN: CRISPR-associated endonuclease Cas1, subtype MYXAN	347
TIGR03984	TIGR03984: CRISPR-associated protein, TIGR03984 family	152
TIGR03985	TIGR03985: CRISPR-associated protein, TIGR03985 family	249
TIGR03986	TIGR03986: CRISPR-associated protein	568
TIGR03987	TIGR03987: TIGR03987 family protein	120
TIGR03988	antisig_RsrA: mycothiol system anti-sigma-R factor	77
TIGR03989	Rxyl_3153: NDMA-dependent alcohol dehydrogenase, Rxyl_3153 family	370
TIGR03990	Arch_GlmM: phosphoglucosamine mutase	444
TIGR03991	alt_bact_glmU: UDP-N-acetylglucosamine diphosphorylase/glucosamine-1-phosphate N-acetyltransferase	394
TIGR03992	Arch_glmU: UDP-N-acetylglucosamine diphosphorylase/glucosamine-1-phosphate N-acetyltransferase	393
TIGR03993	hydrog_HybE: [NiFe] hydrogenase assembly chaperone, HybE family	143
TIGR03994	rSAM_HemZ: coproporphyrinogen dehydrogenase HemZ	401
TIGR03995	target_X_rSAM: putative rSAM target protein, CGCGG family	84
TIGR03996	mycofact_OYE_1: mycofactocin system FadH/OYE family oxidoreductase 1	633
TIGR03997	mycofact_OYE_2: mycofactocin system FadH/OYE family oxidoreductase 2	645
TIGR03998	thiol_BshC: bacillithiol biosynthesis cysteine-adding enzyme BshC	529
TIGR03999	thiol_BshA: N-acetyl-alpha-D-glucosaminyl L-malate synthase BshA	375
TIGR04000	thiol_BshB2: bacillithiol biosynthesis deacetylase BshB2	217
TIGR04001	thiol_BshB1: bacillithiol biosynthesis deacetylase BshB1	226
TIGR04002	TIGR04002: TIGR04002 family protein	151
TIGR04003	rSAM_BssD: [benzylsuccinate synthase]-activating enzyme	314
TIGR04004	WcaM: colanic acid biosynthesis protein WcaM	464
TIGR04005	wcaL: colanic acid biosynthesis glycosyltransferase WcaL	406
TIGR04006	wcaK: colanic acid biosynthesis pyruvyl transferase WcaK	426
TIGR04007	wcaI: colanic acid biosynthesis glycosyltransferase WcaI	407
TIGR04008	WcaF: colanic acid biosynthesis acetyltransferase WcaF	180
TIGR04009	wcaE: colanic acid biosynthesis glycosyltransferase WcaE	248
TIGR04010	WcaD: putative colanic acid polymerase WcaD	404
TIGR04011	poly_gGlu_PgsC: poly-gamma-glutamate biosynthesis protein PgsC	132
TIGR04012	poly_gGlu_PgsB: poly-gamma-glutamate synthase PgsB	380
TIGR04013	B12_SAM_MJ_1487: B12-binding domain/radical SAM domain protein, MJ_1487 family	382
TIGR04014	B12_SAM_MJ_0865: B12-binding domain/radical SAM domain protein, MJ_0865 family	434
TIGR04015	WcaC: colanic acid biosynthesis glycosyltransferase WcaC	405
TIGR04016	WcaB: colanic acid biosynthesis acetyltransferase WcaB	146
TIGR04017	WcaA: colanic acid biosynthesis glycosyltransferase WcaA	279
TIGR04018	Bthiol_YpdA: putative bacillithiol system oxidoreductase, YpdA family	316
TIGR04019	B_thiol_YtxJ: bacillithiol system protein YtxJ	105
TIGR04020	seco_metab_LLM: natural product biosynthesis luciferase-like monooxygenase domain	341
TIGR04021	LLM_DMSO2_sfnG: dimethyl sulfone monooxygenase SfnG	350
TIGR04022	sulfur_SfnB: sulfur acquisition oxidoreductase, SfnB family	391
TIGR04023	PPOX_MSMEG_5819: PPOX class probable F420-dependent enzyme, MSMEG_5819 family	115
TIGR04024	F420_NP1902A: coenzyme F420-dependent oxidoreductase, NP1902A family	330
TIGR04025	PPOX_FMN_DR2398: pyridoxamine 5'-phosphate oxidase, FMN-binding family	197
TIGR04026	PPOX_FMN_cyano: PPOX class probable FMN-dependent enzyme, alr4036 family	185
TIGR04027	LLM_KPN_01858: putative FMN-dependent luciferase-like monooxygenase, KPN_01858 family	326
TIGR04028	SBP_KPN_01854: ABC transporter substrate binding protein, KPN_01854 family	509
TIGR04029	CMD_Avi_7170: CMD domain protein, Avi_7170 family	174
TIGR04030	perox_Avi_7169: alkylhydroperoxidase domain protein, Avi_7169 family	185
TIGR04031	Htur_1727_fam: rSAM-partnered protein, Htur_1727 family	71
TIGR04032	toxin_SdpC: antimicrobial peptide, SdpC family	172
TIGR04033	export_SdpB: antimicrobial peptide system protein, SdpB family	276
TIGR04034	export_SdpA: antimicrobial peptide system protein, SdpA family	157
TIGR04035	glucan_65_rpt: glucan-binding repeat	64
TIGR04036	LLM_CE1758_fam: putative luciferase-like monooxygenase, FMN-dependent, CE1758 family	355
TIGR04037	LLM_duo_CE1759: LLM-partnered FMN reductase, CE1759 family	199
TIGR04038	tatD_link_rSAM: radical SAM protein, TatD family-associated	192
TIGR04039	MXAN_0977_Heme2: di-heme enzyme, MXAN_0977 family	336
TIGR04040	glycyl_YjjI: glycine radical enzyme, YjjI family	497
TIGR04041	activase_YjjW: glycine radical enzyme activase, YjjW family	276
TIGR04042	MSMEG_0570_fam: MSMEG_0570 family protein	90
TIGR04043	rSAM_MSMEG_0568: radical SAM protein, MSMEG_0568 family	354
TIGR04044	MSMEG_0572_fam: MSMEG_0572 family protein	159
