ensembl_gene_id	description	hgnc_symbol	hgnc_id	uniprotswissprot	chromosome_name	start_position	end_position	strand
ENSG00000265218	NA	NA	NA	NA	NA	NA	NA	NA
ENSG00000265222	NA	NA	NA	NA	NA	NA	NA	NA
ENSG00000265226	NA	NA	NA	NA	NA	NA	NA	NA
ENSG00000265227	NA	NA	NA	NA	NA	NA	NA	NA
ENSG00000265233	NA	NA	NA	NA	NA	NA	NA	NA
ENSG00000265236	NA	NA	NA	NA	NA	NA	NA	NA
ENSG00000265237	NA	NA	NA	NA	NA	NA	NA	NA
ENSG00000265240	NA	NA	NA	NA	NA	NA	NA	NA
ENSG00000265241	"RNA-binding protein 8A  [Source:UniProtKB/Swiss-Prot;Acc:Q9Y5S9]"	NA	NA	Q9Y5S9	HG1287_PATCH	146607983	146613951	-1
ENSG00000265243	NA	NA	NA	NA	NA	NA	NA	NA
ENSG00000265246	NA	NA	NA	NA	NA	NA	NA	NA
ENSG00000265247	NA	NA	NA	NA	NA	NA	NA	NA
ENSG00000265251	NA	NA	NA	NA	NA	NA	NA	NA
ENSG00000265252	NA	NA	NA	NA	NA	NA	NA	NA
ENSG00000265253	NA	NA	NA	NA	NA	NA	NA	NA
ENSG00000265254	NA	NA	NA	NA	NA	NA	NA	NA
ENSG00000265257	NA	NA	NA	NA	NA	NA	NA	NA
ENSG00000265258	NA	NA	NA	NA	NA	NA	NA	NA
ENSG00000265260	NA	NA	NA	NA	NA	NA	NA	NA
ENSG00000265261	NA	NA	NA	NA	NA	NA	NA	NA
ENSG00000265262	NA	NA	NA	NA	NA	NA	NA	NA
ENSG00000265263	NA	NA	NA	NA	NA	NA	NA	NA
ENSG00000265265	NA	NA	NA	NA	NA	NA	NA	NA
ENSG00000265272	NA	NA	NA	NA	NA	NA	NA	NA
ENSG00000265273	NA	NA	NA	NA	NA	NA	NA	NA
ENSG00000265279	NA	NA	NA	NA	NA	NA	NA	NA
ENSG00000265281	NA	NA	NA	NA	NA	NA	NA	NA
ENSG00000265282	NA	NA	NA	NA	NA	NA	NA	NA
ENSG00000265284	NA	NA	NA	NA	NA	NA	NA	NA
ENSG00000265287	NA	NA	NA	NA	NA	NA	NA	NA
ENSG00000265289	NA	NA	NA	NA	NA	NA	NA	NA
ENSG00000265291	NA	NA	NA	NA	NA	NA	NA	NA
ENSG00000265293	NA	NA	NA	NA	NA	NA	NA	NA
ENSG00000265296	NA	NA	NA	NA	NA	NA	NA	NA
ENSG00000265298	NA	NA	NA	NA	NA	NA	NA	NA
ENSG00000265301	NA	NA	NA	NA	NA	NA	NA	NA
ENSG00000265303	"Uncharacterized protein  [Source:UniProtKB/TrEMBL;Acc:J3QRE1]"	NA	NA	NA	17	57274927	57292587	1
ENSG00000265304	NA	NA	NA	NA	NA	NA	NA	NA
ENSG00000265306	NA	NA	NA	NA	NA	NA	NA	NA
ENSG00000265313	NA	NA	NA	NA	NA	NA	NA	NA
ENSG00000265315	NA	NA	NA	NA	NA	NA	NA	NA
ENSG00000265316	NA	NA	NA	NA	NA	NA	NA	NA
ENSG00000265319	NA	NA	NA	NA	NA	NA	NA	NA
ENSG00000265321	NA	NA	NA	NA	NA	NA	NA	NA
ENSG00000265322	NA	NA	NA	NA	NA	NA	NA	NA
ENSG00000265327	NA	NA	NA	NA	NA	NA	NA	NA
ENSG00000265328	NA	NA	NA	NA	NA	NA	NA	NA
ENSG00000265331	NA	NA	NA	NA	NA	NA	NA	NA
ENSG00000265333	NA	NA	NA	NA	NA	NA	NA	NA
ENSG00000265334	NA	NA	NA	NA	NA	NA	NA	NA
ENSG00000265337	NA	NA	NA	NA	NA	NA	NA	NA
ENSG00000265340	NA	NA	NA	NA	NA	NA	NA	NA
ENSG00000265342	NA	NA	NA	NA	NA	NA	NA	NA
ENSG00000265345	NA	NA	NA	NA	NA	NA	NA	NA
ENSG00000265347	NA	NA	NA	NA	NA	NA	NA	NA
ENSG00000265349	NA	NA	NA	NA	NA	NA	NA	NA
ENSG00000265352	"Uncharacterized protein  [Source:UniProtKB/TrEMBL;Acc:J3KS90]"	NA	NA	NA	18	69399851	69455364	-1
ENSG00000265354	"translocase of inner mitochondrial membrane 23 homolog B (yeast) [Source:HGNC Symbol;Acc:23581]"	TIMM23B	23581	NA	HG1211_PATCH	46467922	46484300	1
ENSG00000265355	NA	NA	NA	NA	NA	NA	NA	NA
ENSG00000265356	NA	NA	NA	NA	NA	NA	NA	NA
ENSG00000265357	NA	NA	NA	NA	NA	NA	NA	NA
ENSG00000265359	NA	NA	NA	NA	NA	NA	NA	NA
ENSG00000265366	NA	NA	NA	NA	NA	NA	NA	NA
ENSG00000265368	NA	NA	NA	NA	NA	NA	NA	NA
ENSG00000265369	NA	NA	NA	NA	NA	NA	NA	NA
ENSG00000265370	NA	NA	NA	NA	NA	NA	NA	NA
ENSG00000265372	NA	NA	NA	NA	NA	NA	NA	NA
ENSG00000265373	NA	NA	NA	NA	NA	NA	NA	NA
ENSG00000265374	NA	NA	NA	NA	NA	NA	NA	NA
ENSG00000265375	NA	NA	NA	NA	NA	NA	NA	NA
ENSG00000265376	NA	NA	NA	NA	NA	NA	NA	NA
ENSG00000265378	NA	NA	NA	NA	NA	NA	NA	NA
ENSG00000265380	NA	NA	NA	NA	NA	NA	NA	NA
ENSG00000265386	NA	NA	NA	NA	NA	NA	NA	NA
ENSG00000265388	NA	NA	NA	NA	NA	NA	NA	NA
ENSG00000265390	NA	NA	NA	NA	NA	NA	NA	NA
ENSG00000265392	NA	NA	NA	NA	NA	NA	NA	NA
ENSG00000265393	NA	NA	NA	NA	NA	NA	NA	NA
ENSG00000265394	NA	NA	NA	NA	NA	NA	NA	NA
ENSG00000265395	NA	NA	NA	NA	NA	NA	NA	NA
ENSG00000265396	NA	NA	NA	NA	NA	NA	NA	NA
ENSG00000265399	NA	NA	NA	NA	NA	NA	NA	NA
ENSG00000265400	NA	NA	NA	NA	NA	NA	NA	NA
ENSG00000265401	NA	NA	NA	NA	NA	NA	NA	NA
ENSG00000265402	NA	NA	NA	NA	NA	NA	NA	NA
ENSG00000265407	NA	NA	NA	NA	NA	NA	NA	NA
ENSG00000265408	NA	NA	NA	NA	NA	NA	NA	NA
ENSG00000265411	NA	NA	NA	NA	NA	NA	NA	NA
ENSG00000265413	NA	NA	NA	NA	NA	NA	NA	NA
ENSG00000265415	NA	NA	NA	NA	NA	NA	NA	NA
ENSG00000265417	NA	NA	NA	NA	NA	NA	NA	NA
ENSG00000265418	NA	NA	NA	NA	NA	NA	NA	NA
ENSG00000265420	NA	NA	NA	NA	NA	NA	NA	NA
ENSG00000265421	NA	NA	NA	NA	NA	NA	NA	NA
ENSG00000265422	NA	NA	NA	NA	NA	NA	NA	NA
ENSG00000265423	NA	NA	NA	NA	NA	NA	NA	NA
ENSG00000265425	NA	NA	NA	NA	NA	NA	NA	NA
ENSG00000265428	NA	NA	NA	NA	NA	NA	NA	NA
ENSG00000265429	NA	NA	NA	NA	NA	NA	NA	NA
ENSG00000265432	NA	NA	NA	NA	NA	NA	NA	NA
ENSG00000265433	NA	NA	NA	NA	NA	NA	NA	NA
ENSG00000265435	NA	NA	NA	NA	NA	NA	NA	NA
ENSG00000265437	NA	NA	NA	NA	NA	NA	NA	NA
ENSG00000265439	NA	NA	NA	NA	NA	NA	NA	NA
ENSG00000265442	NA	NA	NA	NA	NA	NA	NA	NA
ENSG00000265443	NA	NA	NA	NA	NA	NA	NA	NA
ENSG00000265444	NA	NA	NA	NA	NA	NA	NA	NA
ENSG00000265445	NA	NA	NA	NA	NA	NA	NA	NA
ENSG00000265450	NA	NA	NA	NA	NA	NA	NA	NA
ENSG00000265451	NA	NA	NA	NA	NA	NA	NA	NA
ENSG00000265452	NA	NA	NA	NA	NA	NA	NA	NA
ENSG00000265453	NA	NA	NA	NA	NA	NA	NA	NA
ENSG00000265456	NA	NA	NA	NA	NA	NA	NA	NA
ENSG00000265458	NA	NA	NA	NA	NA	NA	NA	NA
ENSG00000265460	NA	NA	NA	NA	NA	NA	NA	NA
ENSG00000265462	NA	NA	NA	NA	NA	NA	NA	NA
ENSG00000265465	NA	NA	NA	NA	NA	NA	NA	NA
ENSG00000265469	NA	NA	NA	NA	NA	NA	NA	NA
ENSG00000265470	NA	NA	NA	NA	NA	NA	NA	NA
ENSG00000265472	NA	NA	NA	NA	NA	NA	NA	NA
ENSG00000265474	NA	NA	NA	NA	NA	NA	NA	NA
ENSG00000265477	NA	NA	NA	NA	NA	NA	NA	NA
ENSG00000265478	NA	NA	NA	NA	NA	NA	NA	NA
ENSG00000265479	NA	NA	NA	NA	NA	NA	NA	NA
ENSG00000265480	NA	NA	NA	NA	NA	NA	NA	NA
ENSG00000265483	NA	NA	NA	NA	NA	NA	NA	NA
ENSG00000265484	NA	NA	NA	NA	NA	NA	NA	NA
ENSG00000265485	NA	NA	NA	NA	NA	NA	NA	NA
ENSG00000265486	NA	NA	NA	NA	NA	NA	NA	NA
ENSG00000265487	NA	NA	NA	NA	NA	NA	NA	NA
ENSG00000265489	NA	NA	NA	NA	NA	NA	NA	NA
ENSG00000265490	NA	NA	NA	NA	NA	NA	NA	NA
ENSG00000265491	NA	NA	NA	NA	HG1287_PATCH	146432834	146510487	-1
ENSG00000265494	NA	NA	NA	NA	NA	NA	NA	NA
ENSG00000265496	NA	NA	NA	NA	NA	NA	NA	NA
ENSG00000265499	NA	NA	NA	NA	NA	NA	NA	NA
ENSG00000265503	NA	NA	NA	NA	NA	NA	NA	NA
ENSG00000265507	NA	NA	NA	NA	NA	NA	NA	NA
ENSG00000265510	NA	NA	NA	NA	NA	NA	NA	NA
ENSG00000265511	NA	NA	NA	NA	NA	NA	NA	NA
ENSG00000265514	NA	NA	NA	NA	NA	NA	NA	NA
ENSG00000265519	NA	NA	NA	NA	NA	NA	NA	NA
ENSG00000265520	NA	NA	NA	NA	NA	NA	NA	NA
ENSG00000265521	NA	NA	NA	NA	NA	NA	NA	NA
ENSG00000265526	NA	NA	NA	NA	NA	NA	NA	NA
ENSG00000265527	NA	NA	NA	NA	NA	NA	NA	NA
ENSG00000265531	"Putative high affinity immunoglobulin gamma Fc receptor IC  [Source:UniProtKB/Swiss-Prot;Acc:A6NKC4]"	NA	NA		HG1287_PATCH	144561208	144569993	1
ENSG00000265533	NA	NA	NA	NA	NA	NA	NA	NA
ENSG00000265535	NA	NA	NA	NA	NA	NA	NA	NA
ENSG00000265537	NA	NA	NA	NA	NA	NA	NA	NA
ENSG00000265538	NA	NA	NA	NA	NA	NA	NA	NA
ENSG00000265539	NA	NA	NA	NA	NA	NA	NA	NA
ENSG00000265541	NA	NA	NA	NA	NA	NA	NA	NA
ENSG00000265542	NA	NA	NA	NA	NA	NA	NA	NA
ENSG00000265544	NA	NA	NA	NA	NA	NA	NA	NA
ENSG00000265545	NA	NA	NA	NA	NA	NA	NA	NA
ENSG00000265547	NA	NA	NA	NA	NA	NA	NA	NA
ENSG00000265552	NA	NA	NA	NA	NA	NA	NA	NA
ENSG00000265554	NA	NA	NA	NA	NA	NA	NA	NA
ENSG00000265555	NA	NA	NA	NA	NA	NA	NA	NA
ENSG00000265556	NA	NA	NA	NA	NA	NA	NA	NA
ENSG00000265558	NA	NA	NA	NA	NA	NA	NA	NA
ENSG00000265559	NA	NA	NA	NA	NA	NA	NA	NA
ENSG00000265561	NA	NA	NA	NA	NA	NA	NA	NA
ENSG00000265564	NA	NA	NA	NA	NA	NA	NA	NA
ENSG00000265565	NA	NA	NA	NA	NA	NA	NA	NA
ENSG00000265566	NA	NA	NA	NA	NA	NA	NA	NA
ENSG00000265567	NA	NA	NA	NA	NA	NA	NA	NA
ENSG00000265574	NA	NA	NA	NA	NA	NA	NA	NA
ENSG00000265579	NA	NA	NA	NA	NA	NA	NA	NA
ENSG00000265584	NA	NA	NA	NA	NA	NA	NA	NA
ENSG00000265588	NA	NA	NA	NA	NA	NA	NA	NA
ENSG00000265590	"Uncharacterized protein  [Source:UniProtKB/TrEMBL;Acc:F8VZ95]"	NA	NA	NA	21	33951132	33984591	-1
ENSG00000265593	NA	NA	NA	NA	NA	NA	NA	NA
ENSG00000265595	NA	NA	NA	NA	NA	NA	NA	NA
ENSG00000265596	NA	NA	NA	NA	NA	NA	NA	NA
ENSG00000265598	NA	NA	NA	NA	NA	NA	NA	NA
ENSG00000265599	NA	NA	NA	NA	NA	NA	NA	NA
ENSG00000265606	NA	NA	NA	NA	NA	NA	NA	NA
ENSG00000265612	NA	NA	NA	NA	NA	NA	NA	NA
ENSG00000265614	NA	NA	NA	NA	NA	NA	NA	NA
ENSG00000265617	NA	NA	NA	NA	NA	NA	NA	NA
ENSG00000265618	NA	NA	NA	NA	NA	NA	NA	NA
ENSG00000265623	NA	NA	NA	NA	NA	NA	NA	NA
ENSG00000265625	NA	NA	NA	NA	NA	NA	NA	NA
ENSG00000265626	NA	NA	NA	NA	NA	NA	NA	NA
ENSG00000265630	NA	NA	NA	NA	NA	NA	NA	NA
ENSG00000265631	NA	NA	NA	NA	NA	NA	NA	NA
ENSG00000265635	NA	NA	NA	NA	NA	NA	NA	NA
ENSG00000265639	NA	NA	NA	NA	NA	NA	NA	NA
ENSG00000265641	NA	NA	NA	NA	NA	NA	NA	NA
ENSG00000265643	NA	NA	NA	NA	NA	NA	NA	NA
ENSG00000265644	NA	NA	NA	NA	NA	NA	NA	NA
ENSG00000265646	NA	NA	NA	NA	NA	NA	NA	NA
ENSG00000265648	NA	NA	NA	NA	NA	NA	NA	NA
ENSG00000265653	NA	NA	NA	NA	NA	NA	NA	NA
ENSG00000265656	NA	NA	NA	NA	NA	NA	NA	NA
ENSG00000265657	NA	NA	NA	NA	NA	NA	NA	NA
ENSG00000265658	NA	NA	NA	NA	NA	NA	NA	NA
ENSG00000265658_PAR_Y	NA	NA	NA	NA	NA	NA	NA	NA
ENSG00000265660	NA	NA	NA	NA	NA	NA	NA	NA
ENSG00000265664	NA	NA	NA	NA	NA	NA	NA	NA
ENSG00000265666	NA	NA	NA	NA	NA	NA	NA	NA
ENSG00000265669	NA	NA	NA	NA	NA	NA	NA	NA
ENSG00000265670	NA	NA	NA	NA	NA	NA	NA	NA
ENSG00000265671	NA	NA	NA	NA	NA	NA	NA	NA
ENSG00000265673	NA	NA	NA	NA	NA	NA	NA	NA
ENSG00000265675	NA	NA	NA	NA	NA	NA	NA	NA
ENSG00000265678	NA	NA	NA	NA	NA	NA	NA	NA
ENSG00000265681	"ribosomal protein L17 [Source:HGNC Symbol;Acc:10307]"	RPL17	10307	P18621	18	47014851	47018906	-1
ENSG00000265682	NA	NA	NA	NA	NA	NA	NA	NA
ENSG00000265683	NA	NA	NA	NA	NA	NA	NA	NA
ENSG00000265684	NA	NA	NA	NA	NA	NA	NA	NA
ENSG00000265688	NA	NA	NA	NA	NA	NA	NA	NA
ENSG00000265689	NA	NA	NA	NA	NA	NA	NA	NA
ENSG00000265690	NA	NA	NA	NA	16	67197288	67199718	1
ENSG00000265691	NA	NA	NA	NA	NA	NA	NA	NA
ENSG00000265692	NA	NA	NA	NA	NA	NA	NA	NA
ENSG00000265693	NA	NA	NA	NA	NA	NA	NA	NA
ENSG00000265694	NA	NA	NA	NA	NA	NA	NA	NA
ENSG00000265697	NA	NA	NA	NA	NA	NA	NA	NA
ENSG00000265698	NA	NA	NA	NA	NA	NA	NA	NA
ENSG00000265699	NA	NA	NA	NA	NA	NA	NA	NA
ENSG00000265702	NA	NA	NA	NA	NA	NA	NA	NA
ENSG00000265706	NA	NA	NA	NA	NA	NA	NA	NA
ENSG00000265712	NA	NA	NA	NA	NA	NA	NA	NA
ENSG00000265713	NA	NA	NA	NA	NA	NA	NA	NA
ENSG00000265717	NA	NA	NA	NA	NA	NA	NA	NA
ENSG00000265719	NA	NA	NA	NA	NA	NA	NA	NA
ENSG00000265724	NA	NA	NA	NA	NA	NA	NA	NA
ENSG00000265725	NA	NA	NA	NA	NA	NA	NA	NA
ENSG00000265727	NA	NA	NA	NA	NA	NA	NA	NA
ENSG00000265728	NA	NA	NA	NA	NA	NA	NA	NA
ENSG00000265733	NA	NA	NA	NA	NA	NA	NA	NA
ENSG00000265734	NA	NA	NA	NA	NA	NA	NA	NA
ENSG00000265735	NA	NA	NA	NA	NA	NA	NA	NA
ENSG00000265737	NA	NA	NA	NA	NA	NA	NA	NA
ENSG00000265739	NA	NA	NA	NA	NA	NA	NA	NA
ENSG00000265740	NA	NA	NA	NA	NA	NA	NA	NA
ENSG00000265743	NA	NA	NA	NA	NA	NA	NA	NA
ENSG00000265744	NA	NA	NA	NA	NA	NA	NA	NA
ENSG00000265745	NA	NA	NA	NA	NA	NA	NA	NA
ENSG00000265746	NA	NA	NA	NA	NA	NA	NA	NA
ENSG00000265749	NA	NA	NA	NA	NA	NA	NA	NA
ENSG00000265750	NA	NA	NA	NA	NA	NA	NA	NA
ENSG00000265751	NA	NA	NA	NA	NA	NA	NA	NA
ENSG00000265752	NA	NA	NA	NA	NA	NA	NA	NA
ENSG00000265753	NA	NA	NA	NA	NA	NA	NA	NA
ENSG00000265758	NA	NA	NA	NA	NA	NA	NA	NA
ENSG00000265763	"zinc finger protein 488 [Source:HGNC Symbol;Acc:23535]"	ZNF488	23535	Q96MN9	HG1211_PATCH	47860944	47879786	-1
ENSG00000265766	NA	NA	NA	NA	NA	NA	NA	NA
ENSG00000265768	NA	NA	NA	NA	NA	NA	NA	NA
ENSG00000265775	NA	NA	NA	NA	NA	NA	NA	NA
ENSG00000265776	NA	NA	NA	NA	NA	NA	NA	NA
ENSG00000265777	NA	NA	NA	NA	NA	NA	NA	NA
ENSG00000265778	NA	NA	NA	NA	NA	NA	NA	NA
ENSG00000265781	NA	NA	NA	NA	NA	NA	NA	NA
ENSG00000265784	NA	NA	NA	NA	NA	NA	NA	NA
ENSG00000265786	NA	NA	NA	NA	NA	NA	NA	NA
ENSG00000265787	NA	NA	NA	NA	NA	NA	NA	NA
ENSG00000265788	NA	NA	NA	NA	NA	NA	NA	NA
ENSG00000265789	NA	NA	NA	NA	NA	NA	NA	NA
ENSG00000265790	NA	NA	NA	NA	NA	NA	NA	NA
ENSG00000265791	NA	NA	NA	NA	NA	NA	NA	NA
ENSG00000265793	NA	NA	NA	NA	NA	NA	NA	NA
ENSG00000265794	NA	NA	NA	NA	NA	NA	NA	NA
ENSG00000265798	NA	NA	NA	NA	NA	NA	NA	NA
ENSG00000265799	NA	NA	NA	NA	NA	NA	NA	NA
ENSG00000265800	NA	NA	NA	NA	NA	NA	NA	NA
ENSG00000265801	NA	NA	NA	NA	NA	NA	NA	NA
ENSG00000265802	NA	NA	NA	NA	NA	NA	NA	NA
ENSG00000265806	NA	NA	NA	NA	NA	NA	NA	NA
ENSG00000265808	"Homo sapiens SEC22 vesicle trafficking protein homolog B (S. cerevisiae) (gene/pseudogene) (SEC22B), mRNA. [Source:RefSeq mRNA;Acc:NM_004892]"	NA	NA	NA	HG1292_PATCH	120698575	120719144	-1
ENSG00000265810	NA	NA	NA	NA	NA	NA	NA	NA
ENSG00000265813	NA	NA	NA	NA	NA	NA	NA	NA
ENSG00000265814	NA	NA	NA	NA	NA	NA	NA	NA
ENSG00000265815	NA	NA	NA	NA	NA	NA	NA	NA
ENSG00000265817	"fibrinogen silencer binding protein [Source:HGNC Symbol;Acc:43653]"	FSBP	43653		8	95390605	95449180	-1
ENSG00000265818	"EEF1E1-BLOC1S5 readthrough (NMD candidate) [Source:HGNC Symbol;Acc:49187]"	EEF1E1-BLOC1S5	49187	NA	6	8015959	8102763	-1
ENSG00000265820	NA	NA	NA	NA	NA	NA	NA	NA
ENSG00000265822	NA	NA	NA	NA	NA	NA	NA	NA
ENSG00000265828	NA	NA	NA	NA	NA	NA	NA	NA
ENSG00000265829	NA	NA	NA	NA	NA	NA	NA	NA
ENSG00000265831	NA	NA	NA	NA	NA	NA	NA	NA
ENSG00000265833	NA	NA	NA	NA	NA	NA	NA	NA
ENSG00000265836	NA	NA	NA	NA	NA	NA	NA	NA
ENSG00000265840	NA	NA	NA	NA	NA	NA	NA	NA
ENSG00000265841	NA	NA	NA	NA	NA	NA	NA	NA
ENSG00000265843	NA	NA	NA	NA	NA	NA	NA	NA
ENSG00000265844	NA	NA	NA	NA	NA	NA	NA	NA
ENSG00000265845	NA	NA	NA	NA	NA	NA	NA	NA
ENSG00000265846	NA	NA	NA	NA	NA	NA	NA	NA
ENSG00000265847	NA	NA	NA	NA	NA	NA	NA	NA
ENSG00000265848	NA	NA	NA	NA	NA	NA	NA	NA
ENSG00000265850	NA	NA	NA	NA	NA	NA	NA	NA
ENSG00000265853	NA	NA	NA	NA	NA	NA	NA	NA
ENSG00000265855	NA	NA	NA	NA	NA	NA	NA	NA
ENSG00000265859	NA	NA	NA	NA	NA	NA	NA	NA
ENSG00000265861	NA	NA	NA	NA	NA	NA	NA	NA
ENSG00000265863	NA	NA	NA	NA	NA	NA	NA	NA
ENSG00000265867	NA	NA	NA	NA	NA	NA	NA	NA
ENSG00000265871	NA	NA	NA	NA	NA	NA	NA	NA
ENSG00000265872	NA	NA	NA	NA	NA	NA	NA	NA
ENSG00000265873	NA	NA	NA	NA	NA	NA	NA	NA
ENSG00000265874	NA	NA	NA	NA	NA	NA	NA	NA
ENSG00000265878	NA	NA	NA	NA	NA	NA	NA	NA
ENSG00000265879	NA	NA	NA	NA	NA	NA	NA	NA
ENSG00000265881	NA	NA	NA	NA	NA	NA	NA	NA
ENSG00000265882	NA	NA	NA	NA	NA	NA	NA	NA
ENSG00000265883	NA	NA	NA	NA	NA	NA	NA	NA
ENSG00000265885	NA	NA	NA	NA	NA	NA	NA	NA
ENSG00000265888	NA	NA	NA	NA	NA	NA	NA	NA
ENSG00000265889	NA	NA	NA	NA	NA	NA	NA	NA
ENSG00000265892	NA	NA	NA	NA	NA	NA	NA	NA
ENSG00000265894	NA	NA	NA	NA	NA	NA	NA	NA
ENSG00000265897	NA	NA	NA	NA	NA	NA	NA	NA
ENSG00000265902	NA	NA	NA	NA	NA	NA	NA	NA
ENSG00000265905	NA	NA	NA	NA	NA	NA	NA	NA
ENSG00000265907	NA	NA	NA	NA	NA	NA	NA	NA
ENSG00000265908	NA	NA	NA	NA	NA	NA	NA	NA
ENSG00000265912	NA	NA	NA	NA	NA	NA	NA	NA
ENSG00000265916	NA	NA	NA	NA	NA	NA	NA	NA
ENSG00000265917	NA	NA	NA	NA	NA	NA	NA	NA
ENSG00000265918	NA	NA	NA	NA	NA	NA	NA	NA
ENSG00000265919	NA	NA	NA	NA	NA	NA	NA	NA
ENSG00000265924	NA	NA	NA	NA	NA	NA	NA	NA
ENSG00000265927	NA	NA	NA	NA	NA	NA	NA	NA
ENSG00000265929	NA	NA	NA	NA	NA	NA	NA	NA
ENSG00000265932	NA	NA	NA	NA	NA	NA	NA	NA
ENSG00000265933	NA	NA	NA	NA	NA	NA	NA	NA
ENSG00000265934	NA	NA	NA	NA	NA	NA	NA	NA
ENSG00000265935	NA	NA	NA	NA	NA	NA	NA	NA
ENSG00000265936	NA	NA	NA	NA	NA	NA	NA	NA
ENSG00000265939	NA	NA	NA	NA	NA	NA	NA	NA
ENSG00000265942	NA	NA	NA	NA	NA	NA	NA	NA
ENSG00000265943	NA	NA	NA	NA	NA	NA	NA	NA
ENSG00000265944	"chromosome 18 open reading frame 64 [Source:HGNC Symbol;Acc:44660]"	C18orf64	44660	J3KSC0	18	6511415	6590652	1
ENSG00000265946	NA	NA	NA	NA	NA	NA	NA	NA
ENSG00000265948	NA	NA	NA	NA	NA	NA	NA	NA
ENSG00000265954	NA	NA	NA	NA	NA	NA	NA	NA
ENSG00000265956	NA	NA	NA	NA	NA	NA	NA	NA
ENSG00000265957	NA	NA	NA	NA	NA	NA	NA	NA
ENSG00000265961	NA	NA	NA	NA	NA	NA	NA	NA
ENSG00000265962	NA	NA	NA	NA	NA	NA	NA	NA
ENSG00000265964	NA	NA	NA	NA	NA	NA	NA	NA
ENSG00000265965	NA	NA	NA	NA	NA	NA	NA	NA
ENSG00000265967	NA	NA	NA	NA	NA	NA	NA	NA
ENSG00000265971	NA	NA	NA	NA	NA	NA	NA	NA
ENSG00000265972	"cDNA FLJ61424, highly similar to Homo sapiens thioredoxin interacting protein (TXNIP), mRNA  [Source:UniProtKB/TrEMBL;Acc:B4DVM7]"	NA	NA	NA	HG1287_PATCH	146678960	146682902	-1
ENSG00000265973	NA	NA	NA	NA	NA	NA	NA	NA
ENSG00000265975	NA	NA	NA	NA	NA	NA	NA	NA
ENSG00000265976	NA	NA	NA	NA	NA	NA	NA	NA
ENSG00000265980	NA	NA	NA	NA	NA	NA	NA	NA
ENSG00000265981	NA	NA	NA	NA	NA	NA	NA	NA
ENSG00000265982	NA	NA	NA	NA	NA	NA	NA	NA
ENSG00000265984	NA	NA	NA	NA	NA	NA	NA	NA
ENSG00000265986	NA	NA	NA	NA	NA	NA	NA	NA
ENSG00000265987	NA	NA	NA	NA	NA	NA	NA	NA
ENSG00000265991	NA	NA	NA	NA	NA	NA	NA	NA
ENSG00000265992	NA	NA	NA	NA	NA	NA	NA	NA
ENSG00000265993	NA	NA	NA	NA	NA	NA	NA	NA
ENSG00000265994	NA	NA	NA	NA	NA	NA	NA	NA
ENSG00000265995	NA	NA	NA	NA	NA	NA	NA	NA
ENSG00000265996	NA	NA	NA	NA	NA	NA	NA	NA
ENSG00000266002	NA	NA	NA	NA	NA	NA	NA	NA
ENSG00000266003	NA	NA	NA	NA	NA	NA	NA	NA
ENSG00000266006	NA	NA	NA	NA	NA	NA	NA	NA
ENSG00000266009	NA	NA	NA	NA	NA	NA	NA	NA
ENSG00000266010	NA	NA	NA	NA	NA	NA	NA	NA
ENSG00000266012	NA	NA	NA	NA	NA	NA	NA	NA
ENSG00000266013	NA	NA	NA	NA	NA	NA	NA	NA
ENSG00000266014	NA	NA	NA	NA	NA	NA	NA	NA
ENSG00000266015	NA	NA	NA	NA	NA	NA	NA	NA
ENSG00000266016	NA	NA	NA	NA	NA	NA	NA	NA
ENSG00000266017	NA	NA	NA	NA	NA	NA	NA	NA
ENSG00000266019	NA	NA	NA	NA	NA	NA	NA	NA
ENSG00000266028	"SLIT-ROBO Rho GTPase activating protein 2 [Source:HGNC Symbol;Acc:19751]"	SRGAP2	19751	NA	HG1293_PATCH	206266906	206527996	1
ENSG00000266036	NA	NA	NA	NA	NA	NA	NA	NA
ENSG00000266038	NA	NA	NA	NA	NA	NA	NA	NA
ENSG00000266039	NA	NA	NA	NA	NA	NA	NA	NA
ENSG00000266041	NA	NA	NA	NA	NA	NA	NA	NA
ENSG00000266042	NA	NA	NA	NA	NA	NA	NA	NA
ENSG00000266043	NA	NA	NA	NA	NA	NA	NA	NA
ENSG00000266048	NA	NA	NA	NA	NA	NA	NA	NA
ENSG00000266049	NA	NA	NA	NA	NA	NA	NA	NA
ENSG00000266050	NA	NA	NA	NA	NA	NA	NA	NA
ENSG00000266052	NA	NA	NA	NA	NA	NA	NA	NA
ENSG00000266053	NA	NA	NA	NA	NA	NA	NA	NA
ENSG00000266059	NA	NA	NA	NA	NA	NA	NA	NA
ENSG00000266063	NA	NA	NA	NA	NA	NA	NA	NA
ENSG00000266065	NA	NA	NA	NA	NA	NA	NA	NA
ENSG00000266066	NA	NA	NA	NA	NA	NA	NA	NA
ENSG00000266071	NA	NA	NA	NA	NA	NA	NA	NA
ENSG00000266072	NA	NA	NA	NA	NA	NA	NA	NA
ENSG00000266074	"BAH domain and coiled-coil containing 1 [Source:HGNC Symbol;Acc:29279]"	BAHCC1	29279	NA	HG271_PATCH	79369275	79440126	1
ENSG00000266075	NA	NA	NA	NA	NA	NA	NA	NA
ENSG00000266076	NA	NA	NA	NA	17	63534220	63637151	-1
ENSG00000266078	NA	NA	NA	NA	NA	NA	NA	NA
